name,englishName,year,director,cinima,playTime,endTime
恋战冲绳,Okinawa: Rendez-vous,2000,,小西天,2025-04-01 19:00:00,2025-04-01 20:39:00
国风,National Customs,1935,,小西天,2025-04-02 19:00:00,2025-04-02 20:44:00
新女性,New Women,1934,,百子湾,2025-04-02 19:00:00,2025-04-02 20:48:00
胭脂扣,Rouge,1987,,小西天,2025-04-03 19:00:00,2025-04-03 20:37:00
稻草人,The Scarecrow,1920,,小西天,2025-04-05 11:00:00,2025-04-05 11:23:00
暗号,The High Sign,1921,,小西天,2025-04-05 13:30:00,2025-04-05 13:50:00
倩女幽魂2：人间道,A Chinese Ghost Story II,1990,,百子湾,2025-04-05 13:30:00,2025-04-05 15:13:00
西行,Go West,1925,,小西天,2025-04-05 15:45:00,2025-04-05 17:08:00
三只猴子,Three Monkeys,2008,,百子湾,2025-04-05 15:45:00,2025-04-05 17:31:00
阿飞正传,Days of Being Wild,1990,,小西天,2025-04-05 18:00:00,2025-04-05 19:34:00
野梨树,The Wild Pear Tree,2018,,百子湾,2025-04-05 18:00:00,2025-04-05 21:08:00
战将巴特勒,Battling Butler,1926,,小西天,2025-04-06 11:00:00,2025-04-06 12:18:00
将军号,The General,1926,,小西天,2025-04-06 13:00:00,2025-04-06 14:19:00
英雄本色,A Better Tomorrow,1986,,百子湾,2025-04-06 13:30:00,2025-04-06 15:05:00
船长二世,"Steamboat Bill, Jr.",1928,,小西天,2025-04-06 15:00:00,2025-04-06 16:11:00
英雄本色2,A Better Tomorrow II,1987,,百子湾,2025-04-06 15:40:00,2025-04-06 17:25:00
穆赫兰道,Mulholland Drive,2001,,小西天,2025-04-06 17:00:00,2025-04-06 19:27:00
被嫌弃的松子的一生,Memories of Matsuko,2006,,百子湾,2025-04-06 18:00:00,2025-04-06 20:10:00
神女,The Goddess,1934,,百子湾,2025-04-09 19:00:00,2025-04-09 20:23:00
双姝奇缘,Four Adventures of Reinette and Mirabelle,1987,,百子湾,2025-04-11 19:00:00,2025-04-11 20:35:00
刺客聂隐娘,The Assassin,2015,,小西天,2025-04-12 11:00:00,2025-04-12 12:46:00
蜂巢幽灵,The Spirit of the Beehive,1973,,小西天,2025-04-12 13:30:00,2025-04-12 15:09:00
飞行员的妻子,The Aviators Wife,1981,,百子湾,2025-04-12 13:30:00,2025-04-12 15:16:00
好姻缘,A Good Marriage,1982,,百子湾,2025-04-12 15:45:00,2025-04-12 17:24:00
南方,The South,1983,,小西天,2025-04-12 16:00:00,2025-04-12 17:35:00
沙滩上的宝莲,Pauline at the Beach,1983,,百子湾,2025-04-12 18:00:00,2025-04-12 19:34:00
闭上眼睛,Close Your Eyes,2023,,小西天,2025-04-12 18:30:00,2025-04-12 21:19:00
亚利桑那之梦,Arizona Dream,1993,,小西天,2025-04-13 10:30:00,2025-04-13 12:51:00
圆月映花都,Full Moon in Paris,1984,,百子湾,2025-04-13 13:30:00,2025-04-13 15:11:00
地下,Underground,1995,,小西天,2025-04-13 13:30:00,2025-04-13 16:20:00
绿光,The Green Ray,1986,,百子湾,2025-04-13 15:40:00,2025-04-13 17:18:00
红辣椒,Paprika,2006,,小西天,2025-04-13 17:00:00,2025-04-13 18:30:00
女友的男友,My Girlfriends Boyfriend,1987,,百子湾,2025-04-13 17:45:00,2025-04-13 19:28:00
穆赫兰道,Mulholland Drive,2001,,小西天,2025-04-13 19:10:00,2025-04-13 21:37:00
